"cell","developmental_stage","study","ena_sample"
"E7.4.217","embryonic day 7","E-MTAB-3929","ERS889250"
"E7.4.218","embryonic day 7","E-MTAB-3929","ERS889251"
"E7.4.219","embryonic day 7","E-MTAB-3929","ERS889252"
"E7.4.220","embryonic day 7","E-MTAB-3929","ERS889253"
"E7.4.221","embryonic day 7","E-MTAB-3929","ERS889254"
"E7.4.222","embryonic day 7","E-MTAB-3929","ERS889255"
"E7.4.223","embryonic day 7","E-MTAB-3929","ERS889256"
"E7.4.224","embryonic day 7","E-MTAB-3929","ERS889257"
"E7.4.225","embryonic day 7","E-MTAB-3929","ERS889258"
"E7.4.226","embryonic day 7","E-MTAB-3929","ERS889259"
"E7.4.227","embryonic day 7","E-MTAB-3929","ERS889260"
"E7.4.228","embryonic day 7","E-MTAB-3929","ERS889261"
"E7.4.229","embryonic day 7","E-MTAB-3929","ERS889262"
"E7.4.230","embryonic day 7","E-MTAB-3929","ERS889263"
"E7.5.232","embryonic day 7","E-MTAB-3929","ERS889265"
"E7.5.233","embryonic day 7","E-MTAB-3929","ERS889266"
"E7.5.237","embryonic day 7","E-MTAB-3929","ERS889268"
"E7.5.240","embryonic day 7","E-MTAB-3929","ERS889269"
"E7.5.241","embryonic day 7","E-MTAB-3929","ERS889270"
"E7.5.245","embryonic day 7","E-MTAB-3929","ERS889272"
"E7.5.246","embryonic day 7","E-MTAB-3929","ERS889273"
"E7.6.247","embryonic day 7","E-MTAB-3929","ERS889274"
"E7.6.248","embryonic day 7","E-MTAB-3929","ERS889275"
"E7.6.249","embryonic day 7","E-MTAB-3929","ERS889276"
"E7.6.250","embryonic day 7","E-MTAB-3929","ERS889277"
"E7.6.251","embryonic day 7","E-MTAB-3929","ERS889278"
"E7.6.252","embryonic day 7","E-MTAB-3929","ERS889279"
"E7.6.253","embryonic day 7","E-MTAB-3929","ERS889280"
"E7.6.254","embryonic day 7","E-MTAB-3929","ERS889281"
"E7.6.255","embryonic day 7","E-MTAB-3929","ERS889282"
"E7.6.256","embryonic day 7","E-MTAB-3929","ERS889283"
"E7.6.257","embryonic day 7","E-MTAB-3929","ERS889284"
"E7.6.259","embryonic day 7","E-MTAB-3929","ERS889286"
"E7.6.260","embryonic day 7","E-MTAB-3929","ERS889287"
"E7.6.261","embryonic day 7","E-MTAB-3929","ERS889288"
"E7.6.262","embryonic day 7","E-MTAB-3929","ERS889289"
"E7.6.263","embryonic day 7","E-MTAB-3929","ERS889290"
"E7.6.264","embryonic day 7","E-MTAB-3929","ERS889291"
"E7.6.265","embryonic day 7","E-MTAB-3929","ERS889292"
"E7.6.266","embryonic day 7","E-MTAB-3929","ERS889293"
"E7.6.267","embryonic day 7","E-MTAB-3929","ERS889294"
"E7.6.273","embryonic day 7","E-MTAB-3929","ERS889295"
"E7.6.274","embryonic day 7","E-MTAB-3929","ERS889296"
"E7.6.275","embryonic day 7","E-MTAB-3929","ERS889297"
"E7.6.276","embryonic day 7","E-MTAB-3929","ERS889298"
"E7.6.279","embryonic day 7","E-MTAB-3929","ERS889300"
"E7.7.280","embryonic day 7","E-MTAB-3929","ERS889301"
"E7.7.281","embryonic day 7","E-MTAB-3929","ERS889302"
"E7.7.282","embryonic day 7","E-MTAB-3929","ERS889303"
"E7.7.283","embryonic day 7","E-MTAB-3929","ERS889304"
"E7.7.284","embryonic day 7","E-MTAB-3929","ERS889305"
"E7.7.285","embryonic day 7","E-MTAB-3929","ERS889306"
"E7.7.286","embryonic day 7","E-MTAB-3929","ERS889307"
"E7.7.291","embryonic day 7","E-MTAB-3929","ERS889308"
"E7.7.292","embryonic day 7","E-MTAB-3929","ERS889309"
"E7.7.293","embryonic day 7","E-MTAB-3929","ERS889310"
"E7.7.294","embryonic day 7","E-MTAB-3929","ERS889311"
"E7.7.298","embryonic day 7","E-MTAB-3929","ERS889312"
"E7.7.299","embryonic day 7","E-MTAB-3929","ERS889313"
"E7.7.300","embryonic day 7","E-MTAB-3929","ERS889314"
"E7.7.301","embryonic day 7","E-MTAB-3929","ERS889315"
"E7.7.302","embryonic day 7","E-MTAB-3929","ERS889316"
"E7.7.307","embryonic day 7","E-MTAB-3929","ERS889318"
"E7.7.309","embryonic day 7","E-MTAB-3929","ERS889320"
"E7.7.310","embryonic day 7","E-MTAB-3929","ERS889321"
"E7.8.311","embryonic day 7","E-MTAB-3929","ERS889322"
"E7.8.312","embryonic day 7","E-MTAB-3929","ERS889323"
"E7.8.313","embryonic day 7","E-MTAB-3929","ERS889324"
"E7.8.314","embryonic day 7","E-MTAB-3929","ERS889325"
"E7.8.315","embryonic day 7","E-MTAB-3929","ERS889326"
"E7.8.316","embryonic day 7","E-MTAB-3929","ERS889327"
"E7.8.317","embryonic day 7","E-MTAB-3929","ERS889328"
"E7.8.318","embryonic day 7","E-MTAB-3929","ERS889329"
"E7.8.319","embryonic day 7","E-MTAB-3929","ERS889330"
"E7.8.320","embryonic day 7","E-MTAB-3929","ERS889331"
"E7.8.321","embryonic day 7","E-MTAB-3929","ERS889332"
"E7.8.322","embryonic day 7","E-MTAB-3929","ERS889333"
"E7.8.323","embryonic day 7","E-MTAB-3929","ERS889334"
"E7.8.324","embryonic day 7","E-MTAB-3929","ERS889335"
"E7.8.325","embryonic day 7","E-MTAB-3929","ERS889336"
"E7.8.327","embryonic day 7","E-MTAB-3929","ERS889337"
"E7.8.328","embryonic day 7","E-MTAB-3929","ERS889338"
"E7.8.329","embryonic day 7","E-MTAB-3929","ERS889339"
"E7.8.330","embryonic day 7","E-MTAB-3929","ERS889340"
"E7.8.331","embryonic day 7","E-MTAB-3929","ERS889341"
"E7.8.333","embryonic day 7","E-MTAB-3929","ERS889342"
"E7.8.335","embryonic day 7","E-MTAB-3929","ERS889343"
"E7.8.339","embryonic day 7","E-MTAB-3929","ERS889344"
"E7.8.340","embryonic day 7","E-MTAB-3929","ERS889345"
"E7.8.341","embryonic day 7","E-MTAB-3929","ERS889346"
"E7.8.342","embryonic day 7","E-MTAB-3929","ERS889347"
"E7.8.343","embryonic day 7","E-MTAB-3929","ERS889348"
"E7.8.344","embryonic day 7","E-MTAB-3929","ERS889349"
"E7.8.347","embryonic day 7","E-MTAB-3929","ERS889350"
"E7.8.348","embryonic day 7","E-MTAB-3929","ERS889351"
"E7.8.350","embryonic day 7","E-MTAB-3929","ERS889352"
"E7.9.531","embryonic day 7","E-MTAB-3929","ERS889353"
"E7.9.532","embryonic day 7","E-MTAB-3929","ERS889354"
"E7.9.535","embryonic day 7","E-MTAB-3929","ERS889356"
"E7.9.536","embryonic day 7","E-MTAB-3929","ERS889357"
"E7.9.537","embryonic day 7","E-MTAB-3929","ERS889358"
"E7.9.538","embryonic day 7","E-MTAB-3929","ERS889359"
"E7.9.539","embryonic day 7","E-MTAB-3929","ERS889360"
"E7.9.540","embryonic day 7","E-MTAB-3929","ERS889361"
"E7.9.541","embryonic day 7","E-MTAB-3929","ERS889362"
"E7.9.542","embryonic day 7","E-MTAB-3929","ERS889363"
"E7.9.543","embryonic day 7","E-MTAB-3929","ERS889364"
"E7.9.544","embryonic day 7","E-MTAB-3929","ERS889365"
"E7.9.545","embryonic day 7","E-MTAB-3929","ERS889366"
"E7.9.547","embryonic day 7","E-MTAB-3929","ERS889368"
"E7.9.548","embryonic day 7","E-MTAB-3929","ERS889369"
"E7.9.549","embryonic day 7","E-MTAB-3929","ERS889370"
"E7.9.550","embryonic day 7","E-MTAB-3929","ERS889371"
"E7.9.551","embryonic day 7","E-MTAB-3929","ERS889372"
"E7.9.554","embryonic day 7","E-MTAB-3929","ERS889373"
"E7.9.555","embryonic day 7","E-MTAB-3929","ERS889374"
"E7.9.556","embryonic day 7","E-MTAB-3929","ERS889375"
"E7.9.557","embryonic day 7","E-MTAB-3929","ERS889376"
"E7.9.558","embryonic day 7","E-MTAB-3929","ERS889377"
"E7.9.559","embryonic day 7","E-MTAB-3929","ERS889378"
"E7.9.560","embryonic day 7","E-MTAB-3929","ERS889379"
"E7.9.561","embryonic day 7","E-MTAB-3929","ERS889380"
"E7.9.562","embryonic day 7","E-MTAB-3929","ERS889381"
"E7.9.564","embryonic day 7","E-MTAB-3929","ERS889383"
"E7.9.565","embryonic day 7","E-MTAB-3929","ERS889384"
"E7.9.567","embryonic day 7","E-MTAB-3929","ERS889385"
"E7.9.568","embryonic day 7","E-MTAB-3929","ERS889386"
"E7.9.569","embryonic day 7","E-MTAB-3929","ERS889387"
"E7.9.570","embryonic day 7","E-MTAB-3929","ERS889388"
"E7.9.571","embryonic day 7","E-MTAB-3929","ERS889389"
"E7.9.573","embryonic day 7","E-MTAB-3929","ERS889390"
"E7.9.574","embryonic day 7","E-MTAB-3929","ERS889391"
